               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 140,            0.028307,           0.0043773,            0.028559,             0.65692,             0.39923,             0.35611,              0.2844,            0.022736,           0.0043835,            0.049847,           0.0064597,           0.0064597,           0.0064597
                 141,            0.025092,           0.0041743,            0.030123,             0.68774,              0.3984,             0.38597,             0.30395,            0.021427,           0.0043321,            0.048541,           0.0064181,           0.0064181,           0.0064181
                 142,            0.028619,           0.0042104,             0.02965,             0.68674,             0.35857,             0.36391,             0.27813,             0.02614,           0.0045761,             0.04903,           0.0063764,           0.0063764,           0.0063764
                 143,            0.027947,           0.0042739,            0.029794,                0.63,             0.39342,             0.36662,             0.29334,            0.021307,           0.0045093,            0.050846,           0.0063347,           0.0063347,           0.0063347
                 144,            0.026632,           0.0046584,            0.029908,             0.65161,             0.40492,             0.37235,             0.29273,            0.022856,            0.004603,            0.050215,            0.006293,            0.006293,            0.006293
                 145,            0.026794,           0.0042915,            0.028273,             0.50395,             0.45544,             0.36441,             0.28825,            0.023798,           0.0046878,            0.049507,           0.0062512,           0.0062512,           0.0062512
                 146,            0.027708,           0.0042844,            0.029227,             0.67262,             0.36061,             0.37212,             0.28908,            0.022673,           0.0044953,            0.049915,           0.0062093,           0.0062093,           0.0062093
                 147,             0.02601,           0.0042531,             0.02902,             0.65618,             0.36297,             0.36423,             0.28895,            0.021036,           0.0045562,             0.04934,           0.0061675,           0.0061675,           0.0061675
                 148,            0.027511,           0.0043823,            0.028606,             0.48899,             0.42284,             0.35402,             0.27813,             0.02307,           0.0047112,            0.050036,           0.0061256,           0.0061256,           0.0061256
                 149,            0.028205,           0.0043009,            0.027081,             0.68787,             0.34402,             0.35724,             0.27996,            0.024583,           0.0044625,            0.049794,           0.0060838,           0.0060838,           0.0060838
                 150,            0.026318,           0.0041438,            0.028714,             0.69111,             0.35398,             0.35856,             0.28847,            0.022045,           0.0045111,            0.048912,           0.0060419,           0.0060419,           0.0060419
                 151,            0.026416,           0.0044215,            0.028829,              0.4913,             0.42993,             0.35153,             0.27068,            0.021838,           0.0047742,            0.049095,               0.006,               0.006,               0.006
                 152,            0.025286,           0.0043602,             0.02742,             0.69312,             0.35351,             0.35161,             0.27613,            0.021621,           0.0046974,            0.050217,           0.0059581,           0.0059581,           0.0059581
                 153,            0.027555,           0.0041404,            0.028946,             0.68016,             0.37077,             0.38849,              0.3033,            0.021995,           0.0045738,             0.04894,           0.0059162,           0.0059162,           0.0059162
                 154,            0.026334,           0.0044055,            0.027324,             0.61311,             0.40283,             0.37708,              0.2958,            0.021466,            0.004626,            0.050078,           0.0058744,           0.0058744,           0.0058744
